Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2006;3;10;2006-03-06;71;So;2006-03-12;2;1;1;2;6
2015;3;13;2015-03-23;82;Mo;2015-03-23;1;2;1;3;7
2009;7;31;2009-07-27;212;Fr;2009-07-31;0;2;0;3;5
2020;6;24;2020-06-08;160;Mo;2020-06-08;0;3;0;2;5
2018;2;7;2018-02-12;45;Mi;2018-02-14;0;4;0;1;5
2012;6;23;2012-06-04;157;Di;2012-06-05;1;0;0;1;2
2005;12;51;2005-12-19;359;So;2005-12-25;0;1;0;4;5
2011;3;11;2011-03-14;75;Mi;2011-03-16;0;8;0;7;15
2008;11;46;2008-11-10;316;Di;2008-11-11;0;4;0;6;10
2014;7;27;2014-06-30;185;Fr;2014-07-04;0;3;0;2;5
2013;7;27;2013-07-01;186;Fr;2013-07-05;0;2;0;7;9
2006;10;41;2006-10-09;287;Sa;2006-10-14;0;3;1;0;4
2005;9;36;2005-09-05;250;Mi;2005-09-07;0;0;1;4;5
2013;6;23;2013-06-03;160;So;2013-06-09;1;2;0;3;6
2020;1;5;2020-01-27;27;Mo;2020-01-27;0;5;0;6;11
2014;5;20;2014-05-12;133;Di;2014-05-13;0;3;0;2;5
2012;3;9;2012-02-27;62;Fr;2012-03-02;1;2;1;1;5
2018;9;38;2018-09-17;266;So;2018-09-23;0;1;1;2;4
2006;3;11;2006-03-13;78;So;2006-03-19;0;3;0;3;6
2011;5;22;2011-05-30;151;Di;2011-05-31;0;1;0;4;5
2019;1;2;2019-01-07;11;Fr;2019-01-11;1;2;0;1;4
2009;3;12;2009-03-16;79;Fr;2009-03-20;0;2;0;3;5
2020;12;51;2020-12-14;350;Di;2020-12-15;2;3;0;3;8
2008;2;7;2008-02-11;43;Di;2008-02-12;0;0;0;5;5
2013;4;16;2013-04-15;110;Sa;2013-04-20;0;4;0;5;9
2005;7;29;2005-07-18;200;Di;2005-07-19;1;2;0;5;8
2010;9;38;2010-09-20;268;Sa;2010-09-25;0;3;0;4;7
2012;12;49;2012-12-03;340;Mi;2012-12-05;1;1;1;4;7
2013;12;49;2013-12-02;338;Mi;2013-12-04;2;0;1;1;4
2017;8;31;2017-07-31;217;Sa;2017-08-05;1;5;0;4;10
2010;4;15;2010-04-12;102;Mo;2010-04-12;1;2;0;0;3
2020;10;44;2020-10-26;300;Mo;2020-10-26;1;2;0;0;3
2010;7;26;2010-06-28;185;So;2010-07-04;0;5;0;6;11
2020;8;32;2020-08-03;217;Di;2020-08-04;1;3;0;5;9
2014;8;35;2014-08-25;242;Sa;2014-08-30;1;0;1;0;2
2011;1;3;2011-01-17;18;Di;2011-01-18;0;2;0;3;5
2018;7;29;2018-07-16;197;Mo;2018-07-16;0;2;0;5;7
2016;3;12;2016-03-21;86;Sa;2016-03-26;0;1;0;2;3
2018;11;44;2018-10-29;307;Sa;2018-11-03;0;0;0;1;1
2009;8;34;2009-08-17;231;Mi;2009-08-19;2;1;1;4;8
2008;6;26;2008-06-23;176;Di;2008-06-24;0;1;1;5;7
2016;6;24;2016-06-13;169;Fr;2016-06-17;0;0;1;1;2
2012;8;34;2012-08-20;233;Mo;2012-08-20;1;2;0;4;7
2013;10;42;2013-10-14;288;Di;2013-10-15;0;2;0;2;4
2006;10;40;2006-10-02;280;Sa;2006-10-07;1;2;0;2;5
2010;4;16;2010-04-19;109;Mo;2010-04-19;0;4;0;4;8
2008;11;45;2008-11-03;309;Di;2008-11-04;1;1;0;2;4
2019;10;40;2019-09-30;277;Fr;2019-10-04;1;2;0;3;6
2011;2;8;2011-02-21;56;Fr;2011-02-25;1;0;0;3;4
2005;9;37;2005-09-12;257;Mi;2005-09-14;1;1;0;1;3
2012;2;8;2012-02-20;55;Fr;2012-02-24;0;0;0;4;4
2014;6;24;2014-06-09;166;So;2014-06-15;2;4;1;2;9
2007;3;10;2007-03-05;70;So;2007-03-11;0;2;0;2;4
2009;1;3;2009-01-12;15;Do;2009-01-15;0;0;0;4;4
2012;12;1;2012-12-31;366;Mo;2012-12-31;0;3;2;3;8
2014;3;13;2014-03-24;83;Mo;2014-03-24;1;2;1;3;7
2020;2;6;2020-02-03;34;Mo;2020-02-03;0;1;0;2;3
2018;3;13;2018-03-26;88;Do;2018-03-29;0;0;0;2;2
2013;11;45;2013-11-04;312;Fr;2013-11-08;0;2;0;5;7
2007;4;18;2007-04-30;120;Mo;2007-04-30;0;2;0;1;3
2015;1;5;2015-01-26;30;Fr;2015-01-30;0;2;0;3;5
2019;3;13;2019-03-25;87;Do;2019-03-28;0;3;0;5;8
2015;12;50;2015-12-07;341;Mo;2015-12-07;0;1;1;2;4
2017;2;9;2017-02-27;58;Mo;2017-02-27;0;3;0;6;9
2010;12;49;2010-12-06;344;Fr;2010-12-10;1;1;1;1;4
2007;2;8;2007-02-19;51;Di;2007-02-20;0;5;0;2;7
2009;10;42;2009-10-12;288;Do;2009-10-15;0;2;0;3;5
2018;5;20;2018-05-14;140;So;2018-05-20;0;2;0;2;4
2020;8;33;2020-08-10;224;Di;2020-08-11;0;2;0;1;3
2010;9;37;2010-09-13;261;Sa;2010-09-18;1;4;0;4;9
2020;5;21;2020-05-18;141;Mi;2020-05-20;0;1;0;1;2
2009;7;30;2009-07-20;205;Fr;2009-07-24;0;3;0;2;5
2020;11;45;2020-11-02;307;Mo;2020-11-02;0;3;0;3;6
2006;4;14;2006-04-03;97;Fr;2006-04-07;0;1;1;3;5
2014;11;46;2014-11-10;318;Fr;2014-11-14;0;2;1;0;3
2006;1;2;2006-01-09;14;Sa;2006-01-14;0;1;0;2;3
2005;12;50;2005-12-12;352;So;2005-12-18;0;1;0;5;6
2008;1;4;2008-01-21;24;Do;2008-01-24;0;2;1;1;4
2012;11;46;2012-11-12;321;Fr;2012-11-16;0;3;0;1;4
2012;3;12;2012-03-19;81;Mi;2012-03-21;1;0;0;5;6
2014;8;34;2014-08-18;235;Sa;2014-08-23;0;0;0;3;3
2019;8;32;2019-08-05;220;Do;2019-08-08;0;0;0;2;2
2008;9;37;2008-09-08;252;Mo;2008-09-08;0;3;0;3;6
2007;7;28;2007-07-09;196;So;2007-07-15;1;1;0;2;4
2011;12;52;2011-12-26;363;Do;2011-12-29;0;1;0;1;2
2016;4;13;2016-03-28;93;Sa;2016-04-02;0;1;1;3;5
2011;11;44;2011-10-31;310;So;2011-11-06;0;4;0;0;4
2018;9;36;2018-09-03;247;Di;2018-09-04;0;1;0;4;5
2019;9;36;2019-09-02;246;Di;2019-09-03;0;2;0;5;7
2005;1;2;2005-01-10;15;Sa;2005-01-15;1;1;1;1;4
2018;11;48;2018-11-26;330;Mo;2018-11-26;0;1;0;3;4
2019;10;43;2019-10-21;299;Sa;2019-10-26;0;0;0;2;2
2007;5;21;2007-05-21;146;Sa;2007-05-26;0;1;1;4;6
2014;12;49;2014-12-01;338;Do;2014-12-04;0;1;0;0;1
2016;9;39;2016-09-26;271;Di;2016-09-27;0;3;0;4;7
2007;8;33;2007-08-13;229;Fr;2007-08-17;1;2;0;4;7
2013;5;19;2013-05-06;129;Do;2013-05-09;1;1;0;0;2
2005;8;33;2005-08-15;231;Fr;2005-08-19;0;0;0;6;6
2019;8;35;2019-08-26;241;Do;2019-08-29;1;1;0;6;8
2019;11;47;2019-11-18;324;Mi;2019-11-20;0;5;0;3;8
2017;7;31;2017-07-31;212;Mo;2017-07-31;0;1;0;3;4
2005;11;47;2005-11-21;328;Do;2005-11-24;1;3;1;4;9
2015;7;27;2015-06-29;184;Fr;2015-07-03;0;5;0;7;12
2019;1;2;2019-01-07;13;So;2019-01-13;2;3;0;2;7
2006;11;47;2006-11-20;327;Do;2006-11-23;1;1;0;3;5
2012;12;49;2012-12-03;342;Fr;2012-12-07;0;5;1;2;8
2006;2;5;2006-01-30;35;Sa;2006-02-04;0;3;0;2;5
2021;2;5;2021-02-01;36;Fr;2021-02-05;1;3;0;3;7
2013;10;41;2013-10-07;283;Do;2013-10-10;0;2;0;1;3
2011;10;41;2011-10-10;286;Do;2011-10-13;3;2;0;4;9
2009;12;52;2009-12-21;359;Fr;2009-12-25;0;1;1;5;7
2006;4;17;2006-04-24;118;Fr;2006-04-28;1;2;1;2;6
2012;1;3;2012-01-16;19;Do;2012-01-19;2;3;0;4;9
2020;3;10;2020-03-02;64;Mi;2020-03-04;0;1;0;1;2
2008;6;26;2008-06-23;178;Do;2008-06-26;4;3;0;1;8
2020;10;44;2020-10-26;304;Fr;2020-10-30;0;3;0;5;8
2019;5;20;2019-05-13;134;Di;2019-05-14;0;3;1;2;6
2005;7;28;2005-07-11;195;Do;2005-07-14;0;2;0;3;5
2017;8;32;2017-08-07;219;Mo;2017-08-07;1;4;0;4;9
2007;5;18;2007-04-30;122;Mi;2007-05-02;0;2;0;0;2
2014;11;44;2014-10-27;306;So;2014-11-02;0;0;1;1;2
2019;6;25;2019-06-17;172;Fr;2019-06-21;0;2;0;2;4
2006;6;24;2006-06-12;168;Sa;2006-06-17;0;0;0;5;5
2007;6;24;2007-06-11;167;Sa;2007-06-16;0;6;0;3;9
2009;11;45;2009-11-02;309;Do;2009-11-05;0;0;0;5;5
2011;6;22;2011-05-30;153;Do;2011-06-02;0;1;1;1;3
2010;5;20;2010-05-17;142;Sa;2010-05-22;0;1;1;1;3
2014;10;43;2014-10-20;294;Di;2014-10-21;0;7;0;3;10
2007;10;43;2007-10-22;300;Sa;2007-10-27;0;0;1;1;2
2017;1;4;2017-01-23;29;So;2017-01-29;0;1;0;3;4
2014;7;31;2014-07-28;211;Mi;2014-07-30;0;2;0;3;5
2016;4;16;2016-04-18;114;Sa;2016-04-23;0;4;1;1;6
2007;3;11;2007-03-12;72;Di;2007-03-13;0;4;0;0;4
2012;2;7;2012-02-13;45;Di;2012-02-14;1;2;0;3;6
2013;4;15;2013-04-08;100;Mi;2013-04-10;0;4;0;3;7
2006;9;37;2006-09-11;258;Fr;2006-09-15;0;2;0;3;5
2014;6;23;2014-06-02;156;Do;2014-06-05;0;1;1;3;5
2007;11;45;2007-11-05;314;Sa;2007-11-10;0;0;0;2;2
2008;7;30;2008-07-21;204;Di;2008-07-22;0;4;1;2;7
2020;10;40;2020-09-28;278;So;2020-10-04;0;0;0;3;3
2008;10;42;2008-10-13;287;Mo;2008-10-13;0;3;0;1;4
2017;12;50;2017-12-11;347;Mi;2017-12-13;0;1;0;2;3
2005;6;26;2005-06-27;178;Mo;2005-06-27;0;3;1;6;10
2017;2;5;2017-01-30;36;So;2017-02-05;1;1;0;4;6
2010;8;33;2010-08-16;232;Fr;2010-08-20;1;2;0;1;4
2011;10;41;2011-10-10;288;Sa;2011-10-15;0;0;0;1;1
2012;12;49;2012-12-03;344;So;2012-12-09;0;1;0;2;3
2017;4;17;2017-04-24;119;Sa;2017-04-29;0;3;0;2;5
2020;3;10;2020-03-02;62;Mo;2020-03-02;2;3;0;3;8
2014;3;9;2014-02-24;61;So;2014-03-02;1;2;1;4;8
2015;4;18;2015-04-27;117;Mo;2015-04-27;0;0;0;5;5
2016;5;21;2016-05-23;147;Do;2016-05-26;0;3;0;3;6
2013;10;42;2013-10-14;290;Do;2013-10-17;1;2;0;1;4
2006;5;22;2006-05-29;151;Mi;2006-05-31;2;3;0;3;8
2009;7;31;2009-07-27;209;Di;2009-07-28;1;1;1;5;8
2015;11;46;2015-11-09;319;So;2015-11-15;0;1;0;2;3
2008;4;14;2008-03-31;97;So;2008-04-06;0;2;0;3;5
2016;8;35;2016-08-29;242;Mo;2016-08-29;1;3;1;4;9
2011;8;34;2011-08-22;238;Fr;2011-08-26;0;0;0;4;4
2009;5;19;2009-05-04;126;Mi;2009-05-06;0;5;1;2;8
2019;10;41;2019-10-07;281;Di;2019-10-08;0;1;0;3;4
2017;6;24;2017-06-12;169;So;2017-06-18;0;1;0;4;5
2020;1;2;2020-01-06;12;So;2020-01-12;0;1;0;7;8
2017;9;36;2017-09-04;252;Sa;2017-09-09;0;3;0;4;7
2011;6;22;2011-05-30;155;Sa;2011-06-04;0;0;2;5;7
2008;8;33;2008-08-11;230;So;2008-08-17;0;0;1;4;5
2006;3;11;2006-03-13;75;Do;2006-03-16;0;5;0;1;6
2017;11;46;2017-11-13;321;Fr;2017-11-17;0;2;0;3;5
2005;4;15;2005-04-11;102;Di;2005-04-12;0;3;1;3;7
2014;8;31;2014-07-28;213;Fr;2014-08-01;1;2;0;0;3
2007;6;25;2007-06-18;174;Sa;2007-06-23;2;0;2;3;7
2016;12;50;2016-12-12;349;Mi;2016-12-14;0;2;0;6;8
2011;1;1;2011-01-03;3;Mo;2011-01-03;0;2;0;5;7
2018;2;5;2018-01-29;35;So;2018-02-04;1;4;0;1;6
2020;2;6;2020-02-03;36;Mi;2020-02-05;0;2;1;2;5
2010;10;41;2010-10-11;289;Sa;2010-10-16;1;3;0;3;7
2009;3;12;2009-03-16;76;Di;2009-03-17;0;3;0;3;6
2015;10;44;2015-10-26;300;Di;2015-10-27;0;0;0;7;7
2019;11;48;2019-11-25;331;Mi;2019-11-27;0;4;0;5;9
2009;11;46;2009-11-09;316;Do;2009-11-12;0;1;0;5;6
2020;4;18;2020-04-27;119;Di;2020-04-28;1;2;0;1;4
2019;11;47;2019-11-18;327;Sa;2019-11-23;0;0;0;1;1
2006;8;32;2006-08-07;220;Di;2006-08-08;0;2;0;4;6
2014;2;6;2014-02-03;35;Di;2014-02-04;2;4;0;2;8
2009;10;41;2009-10-05;278;Mo;2009-10-05;0;2;0;1;3
2008;5;18;2008-04-28;123;Fr;2008-05-02;0;1;0;4;5
2012;7;28;2012-07-09;192;Di;2012-07-10;0;1;0;2;3
2006;7;30;2006-07-24;208;Do;2006-07-27;1;1;0;9;11
2006;5;18;2006-05-01;125;Fr;2006-05-05;0;0;0;3;3
2009;7;27;2009-06-29;183;Do;2009-07-02;0;2;0;3;5
2012;1;4;2012-01-23;26;Do;2012-01-26;0;3;0;3;6
2010;9;38;2010-09-20;265;Mi;2010-09-22;1;1;2;2;6
2015;3;13;2015-03-23;84;Mi;2015-03-25;0;0;0;10;10
2016;3;12;2016-03-21;83;Mi;2016-03-23;3;2;1;4;10
2009;8;33;2009-08-10;228;So;2009-08-16;1;3;1;5;10
2020;6;24;2020-06-08;164;Fr;2020-06-12;0;2;0;3;5
2015;6;24;2015-06-08;160;Di;2015-06-09;1;1;1;2;5
2018;10;43;2018-10-22;301;So;2018-10-28;1;3;0;5;9
2007;1;4;2007-01-22;22;Mo;2007-01-22;1;3;0;4;8
2017;7;27;2017-07-03;188;Fr;2017-07-07;0;3;0;2;5
2011;5;20;2011-05-16;136;Mo;2011-05-16;0;2;1;4;7
2020;1;5;2020-01-27;31;Fr;2020-01-31;1;2;0;5;8
2010;1;3;2010-01-18;23;Sa;2010-01-23;0;2;0;4;6
2012;2;8;2012-02-20;52;Di;2012-02-21;0;1;0;5;6
2016;12;51;2016-12-19;356;Mi;2016-12-21;1;4;0;2;7
2017;12;51;2017-12-18;354;Mi;2017-12-20;0;2;0;2;4
2010;8;34;2010-08-23;239;Fr;2010-08-27;1;2;1;0;4
2007;7;29;2007-07-16;200;Do;2007-07-19;0;4;1;3;8
2010;11;46;2010-11-15;322;Do;2010-11-18;2;0;1;1;4
2012;9;39;2012-09-24;268;Mo;2012-09-24;0;4;0;1;5
2019;2;6;2019-02-04;39;Fr;2019-02-08;1;4;0;0;5
2017;10;40;2017-10-02;278;Do;2017-10-05;0;1;1;2;4
2020;2;9;2020-02-24;55;Mo;2020-02-24;0;2;0;5;7
2010;9;37;2010-09-13;258;Mi;2010-09-15;0;3;0;4;7
2008;4;15;2008-04-07;104;So;2008-04-13;0;3;0;3;6
2009;7;30;2009-07-20;202;Di;2009-07-21;1;1;0;0;2
2020;8;32;2020-08-03;221;Sa;2020-08-08;1;0;0;3;4
2014;9;36;2014-09-01;244;Mo;2014-09-01;1;2;0;4;7
2008;1;4;2008-01-21;21;Mo;2008-01-21;0;5;0;5;10
2016;11;45;2016-11-07;318;So;2016-11-13;0;2;0;0;2
2005;2;6;2005-02-07;38;Mo;2005-02-07;0;0;0;4;4
2016;1;1;2016-01-04;7;Do;2016-01-07;0;1;0;2;3
2018;9;35;2018-08-27;244;Sa;2018-09-01;0;2;0;1;3
2013;5;20;2013-05-13;138;Sa;2013-05-18;1;2;0;1;4
2009;3;11;2009-03-09;69;Di;2009-03-10;2;1;0;7;10
2017;4;16;2017-04-17;112;Sa;2017-04-22;0;1;1;4;6
2009;2;9;2009-02-23;57;Do;2009-02-26;0;1;0;2;3
2016;7;28;2016-07-11;197;Fr;2016-07-15;0;4;0;2;6
2014;12;51;2014-12-15;349;Mo;2014-12-15;1;0;0;1;2
2009;9;39;2009-09-21;268;Fr;2009-09-25;1;0;0;5;6
2008;7;31;2008-07-28;213;Do;2008-07-31;0;2;0;4;6
2015;10;43;2015-10-19;295;Do;2015-10-22;0;3;0;0;3
2010;8;34;2010-08-23;241;So;2010-08-29;0;0;0;2;2
2007;3;11;2007-03-12;74;Do;2007-03-15;1;0;0;4;5
2007;10;42;2007-10-15;290;Mi;2007-10-17;0;2;0;3;5
2013;8;35;2013-08-26;242;Fr;2013-08-30;1;2;1;4;8
2016;10;43;2016-10-24;301;Do;2016-10-27;0;3;0;2;5
2019;11;45;2019-11-04;314;So;2019-11-10;0;2;0;0;2
2017;2;7;2017-02-13;45;Di;2017-02-14;0;2;0;4;6
2020;7;31;2020-07-27;213;Fr;2020-07-31;0;1;1;4;6
2010;7;30;2010-07-26;208;Di;2010-07-27;0;2;1;2;5
2012;4;13;2012-03-26;92;So;2012-04-01;0;5;0;0;5
2011;3;12;2011-03-21;81;Di;2011-03-22;0;2;0;4;6
2014;2;6;2014-02-03;37;Do;2014-02-06;0;2;1;10;13
2013;2;6;2013-02-04;38;Do;2013-02-07;0;4;0;0;4
2017;4;14;2017-04-03;95;Mi;2017-04-05;0;4;0;1;5
2018;11;48;2018-11-26;334;Fr;2018-11-30;1;2;0;2;5
2010;10;43;2010-10-25;298;Mo;2010-10-25;2;3;0;8;13
2009;8;35;2009-08-24;242;So;2009-08-30;1;6;0;2;9
2017;11;47;2017-11-20;330;So;2017-11-26;0;2;0;2;4
2015;5;21;2015-05-18;143;Sa;2015-05-23;0;2;0;5;7
2009;6;24;2009-06-08;159;Mo;2009-06-08;0;1;0;1;2
2016;12;51;2016-12-19;358;Fr;2016-12-23;0;7;0;5;12
2020;12;51;2020-12-14;353;Fr;2020-12-18;0;0;0;4;4
2005;10;40;2005-10-03;280;Fr;2005-10-07;0;0;0;3;3
2018;10;41;2018-10-08;284;Do;2018-10-11;1;2;1;4;8
2005;2;8;2005-02-21;52;Mo;2005-02-21;1;3;1;4;9
2021;2;7;2021-02-15;52;So;2021-02-21;0;2;1;3;6
2010;12;50;2010-12-13;348;Di;2010-12-14;0;3;1;3;7
2010;1;4;2010-01-25;25;Mo;2010-01-25;0;0;0;6;6
2014;6;26;2014-06-23;177;Do;2014-06-26;2;2;1;6;11
2020;5;20;2020-05-11;137;Sa;2020-05-16;0;1;3;6;10
2006;7;27;2006-07-03;184;Mo;2006-07-03;1;2;1;1;5
2014;1;2;2014-01-06;11;Sa;2014-01-11;1;2;0;2;5
2012;6;24;2012-06-11;168;Sa;2012-06-16;1;2;1;2;6
2011;12;49;2011-12-05;340;Di;2011-12-06;0;2;1;3;6
2020;11;46;2020-11-09;315;Di;2020-11-10;0;3;0;1;4
2006;10;41;2006-10-09;286;Fr;2006-10-13;0;1;1;2;4
2017;11;48;2017-11-27;331;Mo;2017-11-27;0;0;0;1;1
2016;9;36;2016-09-05;249;Mo;2016-09-05;1;1;0;2;4
2014;4;17;2014-04-21;113;Mi;2014-04-23;0;1;0;3;4
2020;1;1;2019-12-30;4;Sa;2020-01-04;0;1;1;4;6
2005;1;53;2004-12-27;2;So;2005-01-02;0;1;0;6;7
2011;11;47;2011-11-21;328;Do;2011-11-24;0;2;0;2;4
2011;1;1;2011-01-03;5;Mi;2011-01-05;0;0;1;8;9
2005;5;21;2005-05-23;147;Fr;2005-05-27;0;3;0;4;7
2018;5;21;2018-05-21;144;Do;2018-05-24;1;2;0;2;5
2021;1;4;2021-01-25;26;Di;2021-01-26;0;7;0;5;12
2011;12;49;2011-12-05;343;Fr;2011-12-09;1;0;0;0;1
2015;12;52;2015-12-21;359;Fr;2015-12-25;0;0;0;2;2
2018;11;45;2018-11-05;310;Di;2018-11-06;0;3;0;4;7
2016;7;28;2016-07-11;199;So;2016-07-17;0;5;0;3;8
2017;7;28;2017-07-10;197;So;2017-07-16;0;2;0;3;5
2010;6;24;2010-06-14;165;Mo;2010-06-14;0;1;0;5;6
2006;9;36;2006-09-04;253;So;2006-09-10;1;3;0;4;8
2007;2;8;2007-02-19;55;Sa;2007-02-24;0;4;0;1;5
2012;12;50;2012-12-10;351;So;2012-12-16;0;2;0;5;7
2011;4;16;2011-04-18;112;Fr;2011-04-22;1;3;0;2;6
2019;9;36;2019-09-02;250;Sa;2019-09-07;0;2;1;3;6
2012;4;16;2012-04-16;111;Fr;2012-04-20;0;1;0;4;5
2018;4;14;2018-04-02;94;Mi;2018-04-04;0;1;0;4;5
2017;5;18;2017-05-01;121;Mo;2017-05-01;0;1;0;3;4
2016;3;9;2016-02-29;66;So;2016-03-06;0;2;0;5;7
2015;12;51;2015-12-14;352;Fr;2015-12-18;0;2;0;1;3
2014;9;37;2014-09-08;253;Mi;2014-09-10;0;2;0;2;4
2017;12;52;2017-12-25;361;Mi;2017-12-27;2;4;0;3;9
2020;3;9;2020-02-24;61;So;2020-03-01;0;0;0;3;3
2008;7;27;2008-06-30;187;Sa;2008-07-05;0;3;0;2;5
2014;6;25;2014-06-16;170;Do;2014-06-19;1;0;1;2;4
2006;6;26;2006-06-26;177;Mo;2006-06-26;1;2;0;2;5
2012;11;47;2012-11-19;327;Do;2012-11-22;0;2;0;6;8
2018;3;11;2018-03-12;75;Fr;2018-03-16;0;2;1;3;6
2014;3;13;2014-03-24;87;Fr;2014-03-28;1;0;1;2;4
2012;1;3;2012-01-16;16;Mo;2012-01-16;0;3;0;3;6
2011;9;39;2011-09-26;271;Mi;2011-09-28;0;4;0;3;7
2005;7;29;2005-07-18;204;Sa;2005-07-23;0;3;0;0;3
2009;12;50;2009-12-07;344;Do;2009-12-10;0;0;1;8;9
2010;1;1;2010-01-04;6;Mi;2010-01-06;1;1;0;2;4
2012;8;35;2012-08-27;244;Fr;2012-08-31;2;0;0;3;5
2006;9;37;2006-09-11;260;So;2006-09-17;0;2;0;2;4
2007;3;12;2007-03-19;81;Do;2007-03-22;0;4;0;0;4
2017;6;25;2017-06-19;171;Di;2017-06-20;0;4;0;4;8
2015;10;44;2015-10-26;302;Do;2015-10-29;0;4;0;4;8
2017;9;37;2017-09-11;254;Mo;2017-09-11;0;4;0;3;7
2012;3;10;2012-03-05;66;Di;2012-03-06;1;2;0;4;7
2014;3;10;2014-03-03;63;Di;2014-03-04;0;3;0;0;3
2019;4;15;2019-04-08;98;Mo;2019-04-08;0;1;0;5;6
2007;6;24;2007-06-11;164;Mi;2007-06-13;1;1;0;3;5
2016;12;48;2016-11-28;339;So;2016-12-04;1;3;0;4;8
2010;8;32;2010-08-09;222;Di;2010-08-10;0;1;0;2;3
2012;12;50;2012-12-10;347;Mi;2012-12-12;0;1;0;0;1
2012;10;42;2012-10-15;294;Sa;2012-10-20;0;4;0;2;6
2011;2;8;2011-02-21;55;Do;2011-02-24;0;0;0;2;2
2020;9;38;2020-09-14;263;Sa;2020-09-19;0;1;0;3;4
2016;2;6;2016-02-08;40;Di;2016-02-09;0;1;0;4;5
2005;6;22;2005-05-30;154;Fr;2005-06-03;0;3;0;1;4
2017;2;6;2017-02-06;38;Di;2017-02-07;1;4;0;2;7
2010;11;46;2010-11-15;324;Sa;2010-11-20;2;3;1;2;8
2005;9;39;2005-09-26;270;Di;2005-09-27;0;2;0;2;4
2013;6;26;2013-06-24;180;Sa;2013-06-29;1;2;2;6;11
2017;12;49;2017-12-04;344;So;2017-12-10;1;3;0;7;11
2012;2;6;2012-02-06;42;Sa;2012-02-11;1;2;0;4;7
2015;7;31;2015-07-27;209;Di;2015-07-28;0;4;0;3;7
2013;11;47;2013-11-18;325;Do;2013-11-21;0;2;0;7;9
2006;3;11;2006-03-13;77;Sa;2006-03-18;0;1;0;4;5
2007;5;19;2007-05-07;133;So;2007-05-13;0;4;1;2;7
2015;2;7;2015-02-09;43;Do;2015-02-12;1;4;0;1;6
2009;9;36;2009-08-31;244;Di;2009-09-01;0;1;2;3;6
2006;8;35;2006-08-28;243;Do;2006-08-31;1;1;0;1;3
2017;12;51;2017-12-18;356;Fr;2017-12-22;0;1;0;4;5
2019;8;35;2019-08-26;240;Mi;2019-08-28;0;3;0;1;4
2016;3;10;2016-03-07;73;So;2016-03-13;1;2;1;2;6
2017;3;10;2017-03-06;71;So;2017-03-12;0;1;0;3;4
2016;6;22;2016-05-30;156;Sa;2016-06-04;0;4;1;6;11
2009;5;20;2009-05-11;135;Fr;2009-05-15;0;2;0;3;5
2015;8;34;2015-08-17;233;Fr;2015-08-21;1;3;0;4;8
2007;3;12;2007-03-19;83;Sa;2007-03-24;0;2;0;3;5
2006;10;42;2006-10-16;293;Fr;2006-10-20;0;4;0;0;4
2010;12;50;2010-12-13;350;Do;2010-12-16;0;2;1;6;9
2018;2;8;2018-02-19;51;Di;2018-02-20;0;0;0;1;1
2014;10;40;2014-09-29;275;Do;2014-10-02;0;0;0;1;1
2005;2;8;2005-02-21;54;Mi;2005-02-23;0;2;0;5;7
2016;11;48;2016-11-28;334;Di;2016-11-29;1;2;0;8;11
2010;2;6;2010-02-08;39;Mo;2010-02-08;1;1;0;2;4
2011;11;46;2011-11-14;323;Sa;2011-11-19;0;6;0;6;12
2020;1;4;2020-01-20;21;Di;2020-01-21;0;5;0;5;10
2011;1;2;2011-01-10;12;Mi;2011-01-12;0;2;0;2;4
2009;3;13;2009-03-23;85;Do;2009-03-26;1;0;1;0;2
2011;8;33;2011-08-15;228;Di;2011-08-16;0;3;0;3;6
2013;3;11;2013-03-11;71;Di;2013-03-12;2;4;0;3;9
2012;10;41;2012-10-08;284;Mi;2012-10-10;1;0;0;4;5
2016;7;29;2016-07-18;201;Di;2016-07-19;0;1;0;4;5
2005;9;35;2005-08-29;244;Do;2005-09-01;2;1;0;3;6
2014;12;51;2014-12-15;355;So;2014-12-21;0;2;0;1;3
2007;6;23;2007-06-04;159;Fr;2007-06-08;1;1;0;2;4
2012;7;29;2012-07-16;201;Do;2012-07-19;0;4;0;3;7
2009;10;40;2009-09-28;275;Fr;2009-10-02;0;2;0;4;6
2017;5;19;2017-05-08;128;Mo;2017-05-08;0;2;0;4;6
2020;5;19;2020-05-04;128;Do;2020-05-07;1;1;0;3;5
2021;2;6;2021-02-08;43;Fr;2021-02-12;0;1;0;4;5
2005;10;41;2005-10-10;289;So;2005-10-16;0;1;0;2;3
2020;7;31;2020-07-27;211;Mi;2020-07-29;0;4;0;3;7
2012;11;48;2012-11-26;334;Do;2012-11-29;1;1;0;6;8
2013;11;48;2013-11-25;332;Do;2013-11-28;2;1;0;3;6
2013;9;36;2013-09-02;249;Fr;2013-09-06;0;2;0;0;2
2006;4;16;2006-04-17;110;Do;2006-04-20;0;1;0;1;2
2019;5;22;2019-05-27;150;Do;2019-05-30;0;2;0;4;6
2018;5;21;2018-05-21;147;So;2018-05-27;0;1;0;0;1
2013;3;10;2013-03-04;66;Do;2013-03-07;0;5;3;2;10
2006;5;20;2006-05-15;141;So;2006-05-21;0;1;0;3;4
2007;7;29;2007-07-16;197;Mo;2007-07-16;0;1;0;0;1
